id,famID,momID,dadID,name,sex,url,twinID,zygosity
77,1,35,76,Edmund Tudor 1st Earl of Richmond,M,https://en.wikipedia.org/wiki/Edmund_Tudor%2C_1st_Earl_of_Richmond,NA,NA
78,1,46,45,John Beaufort 1st Duke of Somerset,M,https://en.wikipedia.org/wiki/John_Beaufort%2C_1st_Duke_of_Somerset,NA,NA
79,1,NA,NA,Margaret Beauchamp of Bletso,F,https://en.wikipedia.org/wiki/Margaret_Beauchamp_of_Bletso,NA,NA
80,1,79,78,Lady Margaret Beaufort,F,https://en.wikipedia.org/wiki/Lady_Margaret_Beaufort,NA,NA
81,1,NA,NA,Thomas Montagu 4th Earl of Salisbury,M,https://en.wikipedia.org/wiki/Thomas_Montagu%2C_4th_Earl_of_Salisbury,NA,NA
82,1,75,70,Eleanor Holland Countess of Salisbury,F,https://en.wikipedia.org/wiki/Eleanor_Holland%2C_Countess_of_Salisbury,NA,NA
83,1,82,81,Alice Montacute 5th Countess of Salisbury,F,https://en.wikipedia.org/wiki/Alice_Montacute%2C_5th_Countess_of_Salisbury,NA,NA
84,1,49,50,Richard Neville 5th Earl of Salisbury,M,https://en.wikipedia.org/wiki/Richard_Neville%2C_5th_Earl_of_Salisbury,NA,NA
85,1,83,84,Richard Neville 16th Earl of Warwick,M,https://en.wikipedia.org/wiki/Richard_Neville%2C_16th_Earl_of_Warwick,NA,NA
86,1,NA,NA,Richard Beauchamp 13th Earl of Warwick,M,https://en.wikipedia.org/wiki/Richard_Beauchamp%2C_13th_Earl_of_Warwick,NA,NA
87,1,NA,NA,Thomas Despenser 1st Earl of Gloucester,M,https://en.wikipedia.org/wiki/Thomas_Despenser%2C_1st_Earl_of_Gloucester,NA,NA
88,1,24,87,Isabel Despenser Countess of Warwick,F,https://en.wikipedia.org/wiki/Isabel_Despenser%2C_Countess_of_Warwick,NA,NA
89,1,88,86,Anne Beauchamp 16th Countess of Warwick,F,https://en.wikipedia.org/wiki/Anne_Beauchamp%2C_16th_Countess_of_Warwick,NA,NA
90,1,NA,NA,Jacquetta of Luxembourg,F,https://en.wikipedia.org/wiki/Jacquetta_of_Luxembourg,NA,NA
91,1,NA,NA,Richard Woodville 1st Earl Rivers,M,https://en.wikipedia.org/wiki/Richard_Woodville%2C_1st_Earl_Rivers,NA,NA
92,1,NA,NA,René of Anjou,M,https://en.wikipedia.org/wiki/Ren%C3%A9_of_Anjou,NA,NA
93,1,NA,NA,Isabella Duchess of Lorraine,F,https://en.wikipedia.org/wiki/Isabella%2C_Duchess_of_Lorraine,NA,NA
94,1,NA,NA,Edmund of Woodstock 1st Earl of Kent,M,https://en.wikipedia.org/wiki/Edmund_of_Woodstock%2C_1st_Earl_of_Kent,NA,NA
95,1,NA,NA,Margaret Wake 3rd Baroness Wake of Liddell,F,https://en.wikipedia.org/wiki/Margaret_Wake%2C_3rd_Baroness_Wake_of_Liddell,NA,NA
